26.0,70.0,24.0
26.0,72.0,24.0
26.0,73.0,24.0
26.0,73.0,24.0
26.0,74.0,24.0
26.0,74.0,25.0
26.0,76.0,24.0
26.0,74.0,24.0
26.0,76.0,24.0
26.0,78.0,25.0
26.0,78.0,25.0
26.0,77.0,25.0
26.0,76.0,25.0
26.0,76.0,25.0
26.0,73.0,25.0
26.0,73.0,25.0
26.0,75.0,25.0
26.0,75.0,25.0
26.0,76.0,25.0
26.0,78.0,25.0
26.0,76.0,25.0
26.0,78.0,25.0
26.0,79.0,25.0
26.0,79.0,25.0
26.0,80.0,25.0
26.0,78.0,25.0
26.0,78.0,25.0
26.0,80.0,25.0
26.0,78.0,25.0
26.0,80.0,25.0
26.0,80.0,25.0
26.0,79.0,25.0
26.0,78.0,25.0
26.0,76.0,25.0
26.0,77.0,25.0
26.0,77.0,25.0
26.0,76.0,25.0
26.0,79.0,25.0
26.0,77.0,25.0
26.0,79.0,25.0
26.0,77.0,25.0
26.0,80.0,25.0
26.0,80.0,25.0
26.0,80.0,25.0
26.0,80.0,25.0
26.0,78.0,25.0
26.0,80.0,25.0
26.0,80.0,25.0
26.0,79.0,25.0
26.0,80.0,25.0
26.0,77.0,25.0
26.0,78.0,25.0
26.0,76.0,25.0
26.0,75.0,25.0
26.0,78.0,25.0
26.0,76.0,25.0
26.0,77.0,25.0
26.0,77.0,25.0
26.0,79.0,25.0
26.0,80.0,25.0
26.0,80.0,25.0
26.0,80.0,25.0
26.0,80.0,25.0
26.0,80.0,25.0
26.0,80.0,25.0
26.0,80.0,25.0
26.0,78.0,25.0
26.0,80.0,25.0
26.0,80.0,25.0
26.0,80.0,25.0
26.0,79.0,25.0
26.0,78.0,25.0
26.0,78.0,25.0
26.0,78.0,25.0
26.0,78.0,25.0
26.0,79.0,25.0
26.0,79.0,25.0
26.0,79.0,25.0
26.0,80.0,25.0
26.0,80.0,25.0
26.0,81.0,25.0
26.0,81.0,25.0
26.0,81.0,25.0
26.0,81.0,25.0
26.0,81.0,25.0
26.0,81.0,25.0
26.0,79.0,25.0
26.0,81.0,25.0
26.0,80.0,25.0
26.0,78.0,25.0
26.0,80.0,25.0
26.0,79.0,25.0
26.0,78.0,25.0
26.0,78.0,25.0
26.0,78.0,25.0
26.0,78.0,25.0
26.0,76.0,25.0
26.0,79.0,25.0
26.0,79.0,25.0
26.0,80.0,25.0
26.0,79.0,25.0
26.0,81.0,25.0
26.0,79.0,25.0
26.0,79.0,25.0
26.0,81.0,25.0
26.0,82.0,25.0
26.0,82.0,25.0
26.0,82.0,25.0
26.0,80.0,25.0
26.0,82.0,25.0
26.0,82.0,25.0
26.0,81.0,25.0
26.0,81.0,25.0
26.0,80.0,25.0
26.0,80.0,25.0
26.0,79.0,25.0
26.0,79.0,25.0
26.0,78.0,25.0
26.0,78.0,25.0
26.0,78.0,25.0
26.0,78.0,25.0
26.0,80.0,25.0
26.0,78.0,25.0
26.0,81.0,25.0
26.0,81.0,25.0
26.0,81.0,25.0
26.0,81.0,25.0
26.0,81.0,25.0
26.0,80.0,25.0
26.0,82.0,25.0
26.0,82.0,25.0
26.0,82.0,25.0
26.0,80.0,25.0
26.0,80.0,25.0
26.0,82.0,25.0
26.0,82.0,25.0
26.0,82.0,25.0
26.0,82.0,25.0
26.0,82.0,25.0
26.0,82.0,25.0
26.0,81.0,25.0
26.0,80.0,25.0
26.0,79.0,25.0
26.0,78.0,25.0
26.0,78.0,25.0
26.0,79.0,25.0
26.0,79.0,25.0
26.0,77.0,25.0
26.0,80.0,25.0
26.0,80.0,25.0
26.0,81.0,25.0
26.0,81.0,25.0
26.0,81.0,25.0
26.0,80.0,25.0
26.0,82.0,25.0
26.0,82.0,25.0
26.0,80.0,25.0
26.0,82.0,25.0
26.0,82.0,25.0
26.0,82.0,25.0
26.0,82.0,25.0
26.0,82.0,25.0
26.0,82.0,25.0
26.0,82.0,25.0
26.0,80.0,25.0
26.0,82.0,25.0
26.0,82.0,25.0
26.0,79.0,25.0
26.0,79.0,25.0
26.0,81.0,25.0
26.0,80.0,25.0
26.0,79.0,25.0
26.0,79.0,25.0
26.0,79.0,25.0
26.0,79.0,25.0
26.0,79.0,25.0
26.0,79.0,25.0
26.0,81.0,25.0
26.0,79.0,25.0
26.0,81.0,25.0
26.0,81.0,25.0
26.0,81.0,25.0
26.0,79.0,25.0
26.0,81.0,25.0
26.0,82.0,25.0
26.0,82.0,25.0
26.0,82.0,25.0
26.0,82.0,25.0
26.0,82.0,25.0
26.0,80.0,25.0
26.0,80.0,25.0
26.0,82.0,25.0
26.0,82.0,25.0
26.0,82.0,25.0
26.0,82.0,25.0
26.0,82.0,25.0
26.0,82.0,25.0
26.0,80.0,25.0
26.0,82.0,25.0
26.0,81.0,25.0
26.0,81.0,25.0
26.0,80.0,25.0
26.0,79.0,25.0
26.0,77.0,25.0
26.0,79.0,25.0
26.0,79.0,25.0
26.0,80.0,25.0
26.0,80.0,25.0
26.0,81.0,25.0
26.0,81.0,25.0
26.0,81.0,25.0
26.0,82.0,25.0
